order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,product_id,quantity,unit_price
3142198801,49152878,2024-07-16,2024-07-16 1:25:38,2024-07-16 01:24:38,on time,1409.38,wallet,7052,40,300159,3,44.35
3146098826,12799092,2024-06-20,2024-06-20 23:21:38,2024-06-20 23:24:38,on time,3453.75,upi,29471,7486,513199,3,422.23
3146141485,47625855,2023-12-27,2023-12-27 8:46:28,2023-12-27 08:50:28,on time,2812.23,cash,19370,1368,385113,2,816.38
3153811191,87335844,2024-03-08,2024-03-08 6:16:40,2024-03-08 06:21:40,on time,755.66,wallet,69044,2009,739534,3,994.56
3157198428,61753272,2024-10-30,2024-10-30 5:15:11,2024-10-30 05:11:11,on time,635.77,cash,42198,8431,927651,1,426.72
3157338466,243838,2023-08-24,2023-08-24 16:16:23,2023-08-24 16:11:23,on time,2859.05,upi,92146,2843,847349,2,781.08
3158340906,48002829,2024-07-19,2024-07-19 1:41:35,2024-07-19 01:48:35,slightly delayed,4157.26,wallet,87614,7547,398340,1,651.93
3158981349,92038780,2023-10-25,2023-10-25 9:02:16,2023-10-25 08:58:16,on time,524.67,upi,64734,8618,859361,1,432.39
3159133564,81541985,2023-08-05,2023-08-05 8:56:09,2023-08-05 09:01:09,on time,1824.8,cash,3774,3571,237083,2,577.13
3161904185,82374625,2024-01-13,2024-01-13 14:36:11,2024-01-13 14:37:11,on time,1241.11,wallet,8553,3978,654623,2,422.14
3162249401,85519349,2024-05-03,2024-05-03 13:31:58,2024-05-03 13:31:58,on time,4406.98,cash,47552,2221,432617,1,863.18
3162263618,23676689,2023-05-27,2023-05-27 12:52:57,2023-05-27 12:54:57,on time,2824.3,card,48838,4551,94225,3,77.11
3163611427,85074810,2024-01-17,2024-01-17 6:37:26,2024-01-17 06:42:26,on time,342.94,cash,67659,9445,962591,2,130.01
3164727163,20956158,2023-05-09,2023-05-09 8:48:24,2023-05-09 08:54:24,slightly delayed,1185.06,cash,99751,8379,542300,1,255.35
3164922639,74230420,2024-05-05,2024-05-05 23:18:26,2024-05-05 23:13:26,on time,1727.29,upi,64606,2759,537274,3,702.71
3167184563,43860025,2023-09-07,2023-09-07 17:28:42,2023-09-07 17:32:42,on time,3939.74,upi,86629,9175,798639,1,211.25
3170417508,85561151,2024-01-10,2024-01-10 5:43:05,2024-01-10 05:56:05,slightly delayed,1432.65,cash,30064,2288,942001,3,671.55
3171917027,55936462,2024-03-31,2024-03-31 8:34:11,2024-03-31 08:34:11,on time,1179.35,upi,41122,2773,56589,3,517.77
3174938939,95736310,2023-03-27,2023-03-27 6:25:38,2023-03-27 06:25:38,on time,3597.75,wallet,50364,641,365132,3,229.38
3177552965,99231937,2024-05-17,2024-05-17 13:38:20,2024-05-17 13:39:20,on time,3176.5,wallet,8594,162,328457,2,858.57
3178700341,48033969,2024-06-10,2024-06-10 4:58:21,2024-06-10 04:53:21,on time,1776.0,cash,3879,1093,704868,1,193.46
3180415318,22076522,2024-07-07,2024-07-07 5:16:55,2024-07-07 05:43:55,significantly delayed,1790.18,card,34284,983,697683,1,123.74
3182992799,81906973,2023-10-18,2023-10-18 14:12:00,2023-10-18 14:25:00,slightly delayed,4329.87,cash,26718,707,449106,2,48.55
3184669775,71643758,2024-05-13,2024-05-13 2:58:12,2024-05-13 03:26:12,significantly delayed,4406.88,cash,19867,2888,34200,3,319.8
3185510401,43990799,2024-10-14,2024-10-14 0:36:10,2024-10-14 00:40:10,on time,749.5,upi,60744,8587,136533,1,826.21
3185620074,57526322,2023-08-14,2023-08-14 15:47:46,2023-08-14 16:02:46,slightly delayed,816.38,wallet,72222,9834,305754,1,979.99
3186513319,3730316,2023-04-14,2023-04-14 0:19:38,2023-04-14 00:28:38,slightly delayed,83.18,upi,2924,4043,492958,1,84.2
3186586558,9987182,2024-02-21,2024-02-21 14:09:40,2024-02-21 14:08:40,on time,2983.4,card,65286,5556,654297,3,13.25
3187042843,8651281,2024-01-01,2024-01-01 21:09:16,2024-01-01 21:19:16,slightly delayed,1373.43,upi,56554,5806,378230,2,166.42
3189863462,6756256,2024-06-17,2024-06-17 13:44:48,2024-06-17 13:41:48,on time,1472.61,cash,54721,7123,567671,2,418.48
3190808443,77618011,2024-01-10,2024-01-10 9:00:54,2024-01-10 08:56:54,on time,2593.91,cash,42099,646,140489,3,650.2
3191281184,67538982,2023-07-01,2023-07-01 16:27:53,2023-07-01 16:26:53,on time,1663.96,card,6400,8818,853932,3,941.19
3191672889,88223261,2024-07-07,2024-07-07 18:02:59,2024-07-07 18:03:59,on time,3130.58,upi,74528,3711,897083,2,972.69
3192177869,59252433,2024-08-10,2024-08-10 4:39:42,2024-08-10 04:36:42,on time,168.09,cash,2439,9579,677542,3,212.61
3192917514,16617201,2024-05-10,2024-05-10 9:18:56,2024-05-10 09:22:56,on time,53.49,wallet,10976,1199,667163,3,441.2
3193016310,58115779,2023-12-02,2023-12-02 5:29:03,2023-12-02 05:50:03,significantly delayed,803.12,cash,11489,9359,990993,3,263.7
3194733693,21866852,2023-07-05,2023-07-05 10:30:13,2023-07-05 10:37:13,slightly delayed,2552.88,upi,16623,9112,240179,2,90.56
3200474667,15631726,2024-09-17,2024-09-17 19:14:43,2024-09-17 19:10:43,on time,2976.81,wallet,16148,9420,60619,3,726.41
3202903413,12507907,2023-08-04,2023-08-04 18:51:57,2023-08-04 18:53:57,on time,715.37,cash,52139,782,140489,3,650.2
3204128006,62323608,2023-11-22,2023-11-22 13:39:45,2023-11-22 13:52:45,slightly delayed,4361.59,wallet,62365,4284,41853,3,910.44
3205629870,95001589,2024-05-27,2024-05-27 18:50:01,2024-05-27 18:46:01,on time,1943.47,upi,79493,5179,552883,1,888.16
3209538967,41874489,2024-05-07,2024-05-07 9:35:34,2024-05-07 09:39:34,on time,2519.28,cash,78212,192,82484,1,914.88
3209732414,87335844,2024-04-18,2024-04-18 11:06:25,2024-04-18 11:06:25,on time,1028.26,card,55281,5828,264803,1,995.98
3210260715,68939350,2023-04-06,2023-04-06 15:21:02,2023-04-06 15:16:02,on time,1793.45,card,12745,8705,63769,1,878.07
3211566084,45383958,2024-02-24,2024-02-24 14:21:37,2024-02-24 14:18:37,on time,1460.67,card,63791,8701,621677,1,317.8
3217749279,40643232,2023-09-29,2023-09-29 4:36:36,2023-09-29 04:31:36,on time,995.64,cash,21471,1852,327290,3,862.28
3217791988,92642745,2023-08-10,2023-08-10 14:06:13,2023-08-10 14:04:13,on time,5996.96,wallet,30480,2073,890623,1,354.52
3219761206,44589829,2024-07-14,2024-07-14 13:17:37,2024-07-14 13:18:37,on time,2975.65,card,25134,6040,585299,3,799.46
3224743071,17805991,2023-10-04,2023-10-04 20:10:38,2023-10-04 20:15:38,on time,2374.92,cash,43,1669,600767,3,722.42
3224986973,66761643,2024-02-16,2024-02-16 7:57:13,2024-02-16 07:58:13,on time,3040.52,wallet,24389,813,876139,3,415.75
3226693729,62629494,2023-08-06,2023-08-06 13:46:22,2023-08-06 13:45:22,on time,748.62,upi,63788,3892,444361,3,822.63
3227252410,83023956,2024-02-16,2024-02-16 8:11:12,2024-02-16 08:09:12,on time,4307.46,cash,66386,8087,291238,3,746.03
3228806806,70543108,2023-06-29,2023-06-29 8:31:20,2023-06-29 08:54:20,significantly delayed,1475.75,wallet,4696,5166,679865,2,347.91
3232762361,22613559,2023-07-24,2023-07-24 15:47:05,2023-07-24 15:45:05,on time,2843.52,wallet,89153,6335,124290,3,39.65
3236748462,58111297,2024-06-26,2024-06-26 10:30:19,2024-06-26 10:34:19,on time,2340.2,upi,22715,6982,305754,3,979.99
3239613823,966247,2024-04-18,2024-04-18 16:36:41,2024-04-18 16:37:41,on time,3110.34,cash,91047,8007,647462,1,326.42
3239722852,26935187,2023-07-02,2023-07-02 9:43:30,2023-07-02 09:39:30,on time,4981.57,upi,63051,4223,39154,3,946.86
3242700095,84468124,2024-10-14,2024-10-14 1:26:18,2024-10-14 01:21:18,on time,1838.81,cash,53498,1242,490939,1,80.25
3244572785,60732869,2024-01-16,2024-01-16 21:32:55,2024-01-16 21:57:55,significantly delayed,491.21,card,94129,1991,563740,1,96.33
3244930036,67386193,2023-05-15,2023-05-15 1:33:28,2023-05-15 01:36:28,on time,2457.44,cash,88104,2332,300159,1,44.35
3246505078,45481936,2024-08-15,2024-08-15 20:57:26,2024-08-15 21:17:26,significantly delayed,702.71,wallet,70745,3588,677169,1,261.03
3253225736,61753272,2024-07-19,2024-07-19 9:08:06,2024-07-19 09:11:06,on time,3607.82,cash,22694,1550,14145,1,630.84
3255590064,92642745,2023-04-21,2023-04-21 4:51:28,2023-04-21 04:54:28,on time,1763.6,upi,88039,9157,709916,1,33.76
3256941332,43599910,2023-11-22,2023-11-22 9:00:51,2023-11-22 08:56:51,on time,2777.76,wallet,18290,9281,952168,3,236.95
3258963661,20343501,2024-05-17,2024-05-17 8:14:34,2024-05-17 08:11:34,on time,3903.48,wallet,53738,8685,644847,1,622.81
3259266120,35049420,2024-07-08,2024-07-08 13:00:30,2024-07-08 13:14:30,slightly delayed,3483.31,cash,98390,8069,644847,1,622.81
3260611473,12832151,2024-02-06,2024-02-06 13:54:26,2024-02-06 14:12:26,significantly delayed,2731.48,cash,28392,134,712307,1,264.89
3261847147,67383024,2023-09-16,2023-09-16 3:48:23,2023-09-16 03:56:23,slightly delayed,3932.73,cash,86297,9318,455755,1,44.09
3262295808,15487049,2024-04-19,2024-04-19 20:22:41,2024-04-19 20:26:41,on time,2766.1,cash,22950,7348,146840,2,786.85
3263142674,12455156,2024-01-30,2024-01-30 8:30:13,2024-01-30 08:31:13,on time,229.38,card,63585,8822,969851,1,340.66
3263203775,44888581,2024-09-28,2024-09-28 15:37:48,2024-09-28 15:36:48,on time,826.28,upi,38308,9171,563740,1,96.33
3264409553,70976153,2023-03-30,2023-03-30 18:48:29,2023-03-30 19:12:29,significantly delayed,840.34,wallet,61878,6402,336847,2,936.98
3265154092,43367112,2023-03-18,2023-03-18 16:49:51,2023-03-18 16:48:51,on time,3161.43,upi,554,3442,681063,1,321.28
3268455899,4439806,2023-09-16,2023-09-16 17:26:21,2023-09-16 17:26:21,on time,5441.63,wallet,19152,1863,784827,1,274.25
3270131216,56604077,2024-02-10,2024-02-10 15:14:10,2024-02-10 15:28:10,slightly delayed,1403.1,upi,44043,998,820973,3,114.52
3270559373,13604883,2023-03-19,2023-03-19 13:45:27,2023-03-19 13:51:27,slightly delayed,2266.96,cash,81866,2056,382511,1,702.54
3271726381,44050697,2024-03-15,2024-03-15 0:52:28,2024-03-15 01:11:28,significantly delayed,671.55,card,5783,1567,319388,3,657.8
3272079644,51592174,2023-06-06,2023-06-06 14:43:34,2023-06-06 14:46:34,on time,22.14,card,98992,4584,741341,1,923.84
3276478503,10048910,2024-04-03,2024-04-03 14:39:23,2024-04-03 14:36:23,on time,2477.66,cash,41400,663,329351,3,310.87
3280431261,48268435,2024-03-13,2024-03-13 22:15:07,2024-03-13 22:10:07,on time,1198.33,cash,26604,3799,327290,2,862.28
3284797515,13164195,2024-09-10,2024-09-10 4:07:34,2024-09-10 04:20:34,slightly delayed,3000.61,upi,76320,5617,925482,3,475.04
3285378238,66943324,2024-08-15,2024-08-15 5:41:32,2024-08-15 05:56:32,slightly delayed,2599.64,wallet,8991,3670,291238,2,746.03
3286177534,10225164,2023-06-25,2023-06-25 0:09:15,2023-06-25 00:07:15,on time,3612.26,wallet,90038,6046,891833,1,493.19
3287815959,73061709,2024-08-09,2024-08-09 19:54:10,2024-08-09 20:15:10,significantly delayed,2999.16,upi,42829,2716,34186,1,925.65
3289836195,18082040,2024-05-29,2024-05-29 2:48:15,2024-05-29 03:10:15,significantly delayed,704.19,wallet,76199,14,942001,2,671.55
3291765954,57523973,2023-08-30,2023-08-30 7:17:43,2023-08-30 07:22:43,on time,1651.89,upi,20788,8568,171602,2,883.44
3292929952,29272253,2024-09-10,2024-09-10 6:54:18,2024-09-10 07:05:18,slightly delayed,340.66,upi,65834,3907,378230,2,166.42
3293988248,89986926,2024-09-29,2024-09-29 7:57:45,2024-09-29 08:26:45,significantly delayed,1519.45,wallet,19751,7964,272170,2,140.8
3298603544,74515162,2023-06-16,2023-06-15 23:54:37,2023-06-16 00:16:37,significantly delayed,1394.47,card,64773,2077,462526,2,449.97
3298709387,22321208,2023-07-01,2023-07-01 6:19:58,2023-07-01 06:24:58,on time,3170.94,card,86131,8715,604184,1,397.55
3299603042,77614510,2024-06-17,2024-06-17 4:21:53,2024-06-17 04:26:53,on time,3296.49,wallet,94982,4279,264803,1,995.98
3300719369,32830199,2024-05-25,2024-05-25 3:57:12,2024-05-25 04:02:12,on time,105.29,wallet,14792,5896,739534,1,994.56
3303209513,70084516,2024-03-09,2024-03-09 3:58:10,2024-03-09 03:53:10,on time,2662.16,wallet,51536,752,183929,3,738.74
3303891913,84361534,2024-01-15,2024-01-15 21:43:58,2024-01-15 21:48:58,on time,2044.44,card,49372,5496,313754,2,136.6
3305649506,90649019,2023-11-15,2023-11-15 0:45:18,2023-11-15 00:45:18,on time,2556.55,wallet,404,6301,837480,3,217.4
3310749597,95372766,2023-07-05,2023-07-05 4:30:43,2023-07-05 04:40:43,slightly delayed,1718.88,cash,34920,8028,611575,3,482.06
3311686914,63310076,2024-05-06,2024-05-06 21:02:58,2024-05-06 21:05:58,on time,4422.12,cash,95107,8048,945635,1,778.9
3312147996,67711384,2024-06-06,2024-06-06 6:52:07,2024-06-06 07:06:07,slightly delayed,5328.0,wallet,12618,2557,890232,3,432.0
3314393477,55170753,2024-10-26,2024-10-26 13:49:56,2024-10-26 13:52:56,on time,934.75,cash,37197,7079,901144,3,340.36
3315369956,9105829,2023-04-21,2023-04-21 8:02:03,2023-04-21 08:09:03,slightly delayed,3947.39,card,34924,8224,33955,3,186.08
3317293496,76917159,2024-02-13,2024-02-13 9:03:08,2024-02-13 09:00:08,on time,1740.09,card,42288,3035,187399,3,53.49
3320194259,68219091,2023-12-07,2023-12-07 19:10:10,2023-12-07 19:06:10,on time,2141.25,upi,18826,7661,734789,1,395.82
3321905621,37759707,2024-10-19,2024-10-19 20:13:37,2024-10-19 20:18:37,on time,3909.99,wallet,26660,855,820541,3,576.22
3321951407,40305293,2023-09-13,2023-09-13 12:32:36,2023-09-13 12:29:36,on time,2431.72,cash,79598,4907,901144,2,340.36
3323576462,20163931,2023-12-10,2023-12-10 23:34:46,2023-12-10 23:31:46,on time,2160.52,upi,62311,2647,114414,1,832.06
3325049330,80761521,2023-03-31,2023-03-31 19:20:39,2023-03-31 19:17:39,on time,2830.19,cash,70928,2665,461804,1,310.69
3327051807,99707100,2023-10-02,2023-10-02 17:06:07,2023-10-02 17:09:07,on time,2141.39,card,26018,8226,516376,3,877.43
3327784606,61982521,2024-01-11,2024-01-11 7:52:04,2024-01-11 07:56:04,on time,234.36,cash,19928,773,604184,3,397.55
3329455953,31371112,2024-03-01,2024-03-01 5:59:55,2024-03-01 06:02:55,on time,2339.17,card,8271,1848,34200,2,319.8
3330538479,98246574,2024-01-23,2024-01-23 16:31:51,2024-01-23 16:30:51,on time,2408.31,card,52024,8911,771228,2,83.18
3331935300,29095552,2023-06-15,2023-06-15 21:54:22,2023-06-15 21:56:22,on time,482.06,wallet,14328,4861,435929,2,856.89
3333752740,84862161,2023-07-10,2023-07-10 17:14:53,2023-07-10 17:09:53,on time,397.55,upi,84844,3006,70969,2,631.7
3334055527,79298972,2023-04-18,2023-04-18 12:32:04,2023-04-18 12:36:04,on time,1874.14,cash,63631,1180,784673,2,491.39
3341228576,91196901,2023-05-05,2023-05-05 2:21:40,2023-05-05 02:27:40,slightly delayed,3724.8,wallet,49279,1134,140489,3,650.2
3341481363,43066953,2023-11-22,2023-11-22 2:33:41,2023-11-22 02:49:41,significantly delayed,2839.24,cash,5676,982,435929,1,856.89
3342653518,6319646,2023-07-22,2023-07-22 7:45:00,2023-07-22 07:40:00,on time,577.13,upi,49750,2138,53833,2,134.69
3343789681,20689141,2023-05-27,2023-05-27 21:57:02,2023-05-27 22:22:02,significantly delayed,831.1,wallet,53744,2723,837480,1,217.4
3349267712,85354059,2023-09-25,2023-09-25 1:10:21,2023-09-25 01:20:21,slightly delayed,230.58,cash,58986,794,532965,3,307.23
3350348511,2442235,2023-10-05,2023-10-05 5:23:12,2023-10-05 05:18:12,on time,816.38,cash,64424,7638,726958,2,887.48
3350662630,60620291,2023-07-03,2023-07-03 22:24:47,2023-07-03 22:20:47,on time,1279.7,card,8459,7240,927651,1,426.72
3355718103,91196901,2023-09-10,2023-09-10 22:54:21,2023-09-10 22:51:21,on time,632.35,card,84679,5757,478531,2,825.46
3356214803,66655397,2024-06-08,2024-06-08 22:11:14,2024-06-08 22:08:14,on time,4359.64,wallet,83239,8255,888807,3,230.58
3360648053,2584499,2023-05-15,2023-05-15 8:38:15,2023-05-15 08:43:15,on time,1278.25,wallet,10234,2575,131136,1,37.8
3363683548,43367112,2024-02-09,2024-02-09 10:32:54,2024-02-09 10:32:54,on time,2065.75,card,93499,3280,679284,3,877.89
3367039425,86050297,2024-03-10,2024-03-10 3:58:29,2024-03-10 04:00:29,on time,703.11,upi,72408,9069,385113,1,816.38
3367452972,61020,2024-08-31,2024-08-31 14:22:08,2024-08-31 14:38:08,significantly delayed,2515.48,cash,6565,4289,611575,1,482.06
3368317718,70867736,2024-06-01,2024-06-01 0:17:29,2024-06-01 00:12:29,on time,914.88,upi,96055,522,39154,1,946.86
3371892236,81763298,2024-05-06,2024-05-06 17:38:58,2024-05-06 17:37:58,on time,2101.11,wallet,31710,2699,425341,2,486.28
3372412988,89036169,2024-01-22,2024-01-22 20:12:10,2024-01-22 20:10:10,on time,3759.52,upi,56993,6810,435929,3,856.89
3373390154,68703613,2024-07-24,2024-07-24 9:18:08,2024-07-24 09:20:08,on time,576.22,cash,42345,3618,240179,2,90.56
3375735380,93735495,2024-06-15,2024-06-15 5:05:21,2024-06-15 05:01:21,on time,3373.41,wallet,70000,9432,432617,1,863.18
3377313085,89036169,2023-09-23,2023-09-23 23:34:58,2023-09-23 23:41:58,slightly delayed,2044.47,upi,83445,2496,897083,3,972.69
3381573131,67386193,2024-07-16,2024-07-16 0:47:21,2024-07-16 00:42:21,on time,114.52,cash,50582,7456,684939,1,727.95
3382911339,23380116,2023-12-12,2023-12-12 14:53:18,2023-12-12 14:52:18,on time,1666.57,card,84662,1254,697683,1,123.74
3387165389,376144,2024-07-14,2024-07-14 9:24:56,2024-07-14 09:24:56,on time,3280.88,card,5218,4084,146840,3,786.85
3394787348,40841791,2024-06-23,2024-06-23 5:09:02,2024-06-23 05:23:02,slightly delayed,2942.82,cash,74478,6609,63769,1,878.07
3395675979,88202341,2023-06-10,2023-06-10 16:10:50,2023-06-10 16:07:50,on time,2930.34,cash,8303,4842,300159,1,44.35
3396210655,52075070,2023-10-24,2023-10-24 2:28:18,2023-10-24 02:25:18,on time,3220.8,upi,46263,73,700048,3,141.28
3398014747,87823209,2023-06-15,2023-06-15 7:05:20,2023-06-15 07:08:20,on time,2430.88,cash,32690,4964,604184,2,397.55
3402631472,52032226,2024-05-03,2024-05-03 21:43:40,2024-05-03 21:43:40,on time,2871.88,card,82219,7402,91670,2,439.24
3405089431,96629034,2024-02-23,2024-02-23 15:45:21,2024-02-23 15:58:21,slightly delayed,2479.65,card,66223,2300,491314,2,973.44
3411233779,79991320,2024-04-13,2024-04-13 23:22:45,2024-04-13 23:18:45,on time,1018.02,cash,33913,694,500633,1,154.5
3412702479,86479284,2023-12-24,2023-12-24 7:46:20,2023-12-24 07:51:20,on time,2344.83,cash,35140,2577,444361,3,822.63
3414036630,32809328,2024-04-05,2024-04-05 3:13:07,2024-04-05 03:09:07,on time,641.33,cash,37389,7475,767398,2,22.14
3416693628,52428250,2024-10-03,2024-10-03 0:38:31,2024-10-03 00:39:31,on time,651.23,card,93184,9611,324809,3,608.0
3417088709,62629494,2024-05-30,2024-05-30 17:37:44,2024-05-30 17:58:44,significantly delayed,912.29,upi,63738,2101,366066,3,918.58
3420357591,86444757,2024-07-10,2024-07-10 22:14:15,2024-07-10 22:11:15,on time,4924.02,card,49383,4085,365133,1,915.45
3423328091,18935489,2023-09-24,2023-09-24 21:54:59,2023-09-24 21:52:59,on time,1013.23,upi,87845,477,679321,2,738.46
3423995261,75928073,2023-05-06,2023-05-06 21:50:32,2023-05-06 21:54:32,on time,1047.55,wallet,50959,234,747801,2,277.76
3426702134,50229203,2024-08-23,2024-08-23 9:12:45,2024-08-23 09:22:45,slightly delayed,217.4,card,4336,1126,542300,3,255.35
3427534518,73807097,2024-10-12,2024-10-12 13:36:22,2024-10-12 13:57:22,significantly delayed,724.84,wallet,75483,2624,77308,1,223.27
3428454405,93018527,2023-08-13,2023-08-13 22:57:01,2023-08-13 22:56:01,on time,3030.47,cash,81368,3714,432617,2,863.18
3429137520,51048402,2024-03-16,2024-03-16 19:42:52,2024-03-16 19:39:52,on time,2804.37,upi,82673,9389,993331,1,102.44
3429671763,21481338,2024-03-26,2024-03-26 20:26:54,2024-03-26 20:45:54,significantly delayed,1168.51,upi,8472,1275,473929,1,440.19
3429728472,64017365,2023-03-31,2023-03-31 8:48:30,2023-03-31 08:57:30,slightly delayed,4138.27,cash,77476,2104,851978,1,715.72
3434084714,46836361,2024-02-02,2024-02-02 3:06:20,2024-02-02 03:04:20,on time,1179.41,cash,58201,5513,264803,2,995.98
3436107152,64141971,2024-04-04,2024-04-04 18:29:56,2024-04-04 18:34:56,on time,3112.14,upi,6379,4757,378230,1,166.42
3438127101,59141605,2023-11-27,2023-11-27 16:50:08,2023-11-27 16:52:08,on time,296.94,cash,80040,4892,287070,1,443.17
3438202422,43860025,2023-10-08,2023-10-08 16:06:10,2023-10-08 16:33:10,significantly delayed,2921.39,upi,94413,7813,602241,2,976.55
3440579647,89950235,2024-08-05,2024-08-05 15:48:00,2024-08-05 15:48:00,on time,1827.9,upi,76028,5470,222892,1,869.22
3441042301,43052303,2023-08-05,2023-08-05 10:00:32,2023-08-05 09:56:32,on time,2638.95,upi,80455,353,604184,1,397.55
3441102335,12077371,2023-11-04,2023-11-04 0:39:33,2023-11-04 00:39:33,on time,1197.76,wallet,47299,422,516376,3,877.43
3442984170,55472026,2024-09-16,2024-09-16 23:48:42,2024-09-16 23:49:42,on time,1398.1,upi,52151,7510,673058,2,765.76
3444569396,57967753,2024-09-25,2024-09-25 19:31:11,2024-09-25 19:27:11,on time,2526.45,upi,74223,8264,237083,3,577.13
3447085029,188838,2023-04-25,2023-04-25 4:43:16,2023-04-25 04:46:16,on time,4065.16,cash,97687,9912,337168,2,545.49
3449083612,91382237,2023-11-10,2023-11-10 12:49:44,2023-11-10 13:02:44,slightly delayed,2046.71,card,65165,3374,284460,2,505.95
3450790653,87266831,2023-08-27,2023-08-27 18:29:12,2023-08-27 18:27:12,on time,1861.71,card,5694,5053,803607,3,949.73
3451246886,36774480,2024-05-22,2024-05-22 9:42:46,2024-05-22 09:38:46,on time,2937.69,upi,17814,1620,451812,2,530.85
3452449295,71252391,2023-10-09,2023-10-09 6:54:23,2023-10-09 06:55:23,on time,1395.83,upi,48310,5485,555121,2,354.91
3452964753,49449238,2024-06-15,2024-06-15 19:09:44,2024-06-15 19:13:44,on time,3713.57,card,56030,4866,757274,1,98.32
3459500455,16379942,2023-12-18,2023-12-18 0:52:55,2023-12-18 00:54:55,on time,2581.78,upi,20504,6348,992178,1,632.43
3460208027,78725001,2024-04-19,2024-04-19 21:56:18,2024-04-19 21:56:18,on time,2835.33,upi,75868,4457,709916,2,33.76
3460843508,32797235,2023-10-21,2023-10-21 1:05:10,2023-10-21 01:04:10,on time,3465.32,upi,89605,2021,883013,3,989.88
3473012553,89669139,2024-02-16,2024-02-16 21:48:26,2024-02-16 22:14:26,significantly delayed,5062.8,card,99684,8375,951463,2,787.4
3475041787,34425723,2024-07-27,2024-07-27 13:00:39,2024-07-27 13:14:39,slightly delayed,890.42,upi,93068,2344,712003,1,671.68
3475260976,57291761,2023-03-26,2023-03-26 19:09:43,2023-03-26 19:22:43,slightly delayed,3819.84,cash,37563,4036,642612,1,517.03
3476023750,43990799,2023-06-02,2023-06-02 21:03:59,2023-06-02 21:01:59,on time,3505.44,wallet,37075,6330,925482,1,475.04
3480516243,23567263,2024-08-06,2024-08-06 0:07:45,2024-08-06 00:12:45,on time,2854.52,upi,7250,7052,34186,3,925.65
3482827003,77869660,2023-05-08,2023-05-08 15:11:01,2023-05-08 15:23:01,slightly delayed,3749.87,wallet,79094,6253,604184,2,397.55
3483689828,7687234,2023-07-28,2023-07-28 6:59:11,2023-07-28 06:59:11,on time,4559.56,upi,95069,4252,9436,2,88.43
3490816523,25128143,2024-01-27,2024-01-27 20:28:17,2024-01-27 20:43:17,slightly delayed,4284.99,card,16914,6186,880510,3,951.43
3490919801,85198177,2023-10-18,2023-10-18 7:08:41,2023-10-18 07:06:41,on time,801.81,cash,59239,8709,537274,1,702.71
3492077995,97466783,2023-06-24,2023-06-24 0:05:59,2023-06-24 00:01:59,on time,2128.53,wallet,11413,3854,863930,3,242.57
3492935177,3660263,2024-03-24,2024-03-24 1:11:20,2024-03-24 01:13:20,on time,899.58,wallet,92168,5029,757274,1,98.32
3494650073,49806393,2024-03-03,2024-03-03 22:21:45,2024-03-03 22:20:45,on time,959.08,card,39392,8628,642612,2,517.03
3499004322,70363568,2023-05-04,2023-05-04 18:23:47,2023-05-04 18:22:47,on time,2288.53,wallet,21541,7809,34200,1,319.8
3499440849,3638834,2023-10-10,2023-10-10 21:47:37,2023-10-10 21:43:37,on time,1266.77,card,72321,2816,965755,2,532.57
3503438244,24745800,2024-02-14,2024-02-14 1:15:54,2024-02-14 01:13:54,on time,3086.21,wallet,17071,7133,123983,2,785.67
3504903228,31776996,2023-06-30,2023-06-30 0:26:00,2023-06-30 00:34:00,slightly delayed,3239.13,card,90336,3144,256783,1,906.54
3508620293,40277444,2023-08-03,2023-08-03 20:57:13,2023-08-03 20:57:13,on time,4855.95,cash,79725,5868,991434,1,237.62
3508668494,75836905,2024-01-25,2024-01-25 1:14:27,2024-01-25 01:14:27,on time,2359.1,card,92900,481,366066,2,918.58
3508992095,32293017,2023-12-09,2023-12-09 10:17:52,2023-12-09 10:44:52,significantly delayed,2024.65,card,32093,3494,734789,2,395.82
3513524740,1301661,2024-07-03,2024-07-03 12:20:31,2024-07-03 12:42:31,significantly delayed,1395.67,card,96517,3550,373536,1,494.17
3514036230,84937877,2023-07-11,2023-07-11 3:17:24,2023-07-11 03:22:24,on time,1722.88,cash,93410,6787,107548,2,891.6
3514589876,59620534,2023-10-17,2023-10-17 21:20:10,2023-10-17 21:20:10,on time,976.55,upi,24168,3649,669378,3,212.14
3514859549,16561710,2023-12-21,2023-12-21 14:45:13,2023-12-21 14:42:13,on time,4073.75,upi,33736,8850,274207,2,328.51
3516204561,64562786,2023-09-09,2023-09-09 5:48:58,2023-09-09 05:48:58,on time,3338.89,card,1455,2887,677169,2,261.03
3518172697,13189939,2023-05-13,2023-05-13 19:37:59,2023-05-13 19:33:59,on time,2809.38,card,30283,8607,500633,1,154.5
3520718052,6856445,2023-07-07,2023-07-07 23:52:08,2023-07-07 23:52:08,on time,2846.05,cash,91411,3596,51036,3,931.61
3522030676,46313756,2023-06-01,2023-06-01 15:43:41,2023-06-01 15:52:41,slightly delayed,604.87,wallet,61126,4247,365132,2,229.38
3522645150,22483684,2023-05-16,2023-05-16 7:52:57,2023-05-16 07:53:57,on time,1588.47,upi,24179,7906,513199,2,422.23
3525336030,89998489,2023-04-12,2023-04-12 23:03:00,2023-04-12 23:18:00,slightly delayed,329.79,cash,2314,1348,18035,1,968.94
